sample,chrom,position,read_id,mean_current,std_current,dwell_time,n_samples
control,5mers_rand_ref_adapter_01,38,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,902.5,18.423264278261513,0.0024,12
control,5mers_rand_ref_adapter_01,74,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,888.5,4.856267428111155,0.0012,6
control,5mers_rand_ref_adapter_01,110,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,797.3333333333334,127.73953534003827,0.0024,12
control,5mers_rand_ref_adapter_01,50,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,739.0833333333334,64.0929771677227,0.0024,12
control,5mers_rand_ref_adapter_01,86,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,748.25,46.77628494582841,0.0024,12
control,5mers_rand_ref_adapter_01,122,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,770.1666666666666,58.62853874654865,0.0024,12
control,5mers_rand_ref_adapter_01,62,6f535c17-1cdf-4a5f-9f84-7d3a91bc12e0,926.3333333333334,9.706813185707357,0.0012,6
control,5mers_rand_ref_adapter_01,98,2761fe33-7d21-447b-a397-351dd55ea885,738.1666666666666,63.39142073042867,0.0012,6
control,5mers_rand_ref_adapter_01,38,2761fe33-7d21-447b-a397-351dd55ea885,815.8333333333334,12.726830800408333,0.0024,12
control,5mers_rand_ref_adapter_01,74,2761fe33-7d21-447b-a397-351dd55ea885,849.2,14.411569426448091,0.006,30
control,5mers_rand_ref_adapter_01,110,2761fe33-7d21-447b-a397-351dd55ea885,719.1666666666666,104.07435910070367,0.0012,6
control,5mers_rand_ref_adapter_01,50,2761fe33-7d21-447b-a397-351dd55ea885,693.1666666666666,54.40715843424364,0.0012,6
control,5mers_rand_ref_adapter_01,86,2761fe33-7d21-447b-a397-351dd55ea885,732.75,78.49110883830517,0.0024,12
control,5mers_rand_ref_adapter_01,122,2761fe33-7d21-447b-a397-351dd55ea885,817.3333333333334,77.59546092108452,0.0024,12
control,5mers_rand_ref_adapter_01,62,2761fe33-7d21-447b-a397-351dd55ea885,910.1666666666666,7.312470322826769,0.0012,6
control,5mers_rand_ref_adapter_01,98,a0977c07-8482-40a8-8d82-997b3d6a8c47,881.0,10.754843869934453,0.0012,6
control,5mers_rand_ref_adapter_01,38,a0977c07-8482-40a8-8d82-997b3d6a8c47,846.0,17.146428199482248,0.0012,6
control,5mers_rand_ref_adapter_01,74,a0977c07-8482-40a8-8d82-997b3d6a8c47,884.8333333333334,142.09787315634094,0.0036,18
control,5mers_rand_ref_adapter_01,110,a0977c07-8482-40a8-8d82-997b3d6a8c47,734.5,59.990971542946916,0.0012,6
control,5mers_rand_ref_adapter_01,50,a0977c07-8482-40a8-8d82-997b3d6a8c47,803.8333333333334,51.13191001930421,0.0012,6
control,5mers_rand_ref_adapter_01,86,a0977c07-8482-40a8-8d82-997b3d6a8c47,775.9166666666666,8.901856859979022,0.0024,12
control,5mers_rand_ref_adapter_01,122,a0977c07-8482-40a8-8d82-997b3d6a8c47,906.75,64.54988381089466,0.0024,12
control,5mers_rand_ref_adapter_01,62,a0977c07-8482-40a8-8d82-997b3d6a8c47,828.5,55.860689815528296,0.0024,12
control,5mers_rand_ref_adapter_01,98,30056179-90c5-4564-89a6-98d51e523c50,761.3333333333334,58.523974194816574,0.0024,12
control,5mers_rand_ref_adapter_01,38,30056179-90c5-4564-89a6-98d51e523c50,799.8333333333334,9.581521567869874,0.0024,12
control,5mers_rand_ref_adapter_01,110,30056179-90c5-4564-89a6-98d51e523c50,667.3333333333334,7.340905181848414,0.0012,6
control,5mers_rand_ref_adapter_01,50,30056179-90c5-4564-89a6-98d51e523c50,876.3333333333334,8.910044269749106,0.0024,12
control,5mers_rand_ref_adapter_01,86,30056179-90c5-4564-89a6-98d51e523c50,923.6666666666666,7.340905181848414,0.0012,6
control,5mers_rand_ref_adapter_01,122,30056179-90c5-4564-89a6-98d51e523c50,647.0666666666667,78.51239109564526,0.006,30
control,5mers_rand_ref_adapter_01,62,30056179-90c5-4564-89a6-98d51e523c50,843.0,28.442925306655784,0.0012,6
control,5mers_rand_ref_adapter_01,98,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,605.5833333333334,23.54944561744265,0.0024,12
control,5mers_rand_ref_adapter_01,38,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,848.5555555555555,19.49992086087138,0.0036,18
control,5mers_rand_ref_adapter_01,74,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,661.25,54.15737099724592,0.0024,12
control,5mers_rand_ref_adapter_01,110,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,741.3333333333334,63.88618351759983,0.0036,18
control,5mers_rand_ref_adapter_01,50,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,725.3333333333334,25.888650451930133,0.0012,6
control,5mers_rand_ref_adapter_01,86,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,794.8333333333334,21.137775558358918,0.0012,6
control,5mers_rand_ref_adapter_01,122,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,722.4444444444445,33.63731760712304,0.0036,18
control,5mers_rand_ref_adapter_01,62,e61bd7bf-498d-43ad-aeaa-68bd7bb6fa43,588.5,8.0156097709407,0.0012,6
control,5mers_rand_ref_adapter_01,98,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,722.1666666666666,52.309708043111414,0.0024,12
control,5mers_rand_ref_adapter_01,38,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,896.5,13.073510112692254,0.0024,12
control,5mers_rand_ref_adapter_01,74,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,824.3888888888889,144.85630385120317,0.0036,18
control,5mers_rand_ref_adapter_01,110,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,623.1666666666666,12.047360245667466,0.0024,12
control,5mers_rand_ref_adapter_01,50,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,894.0,28.88482877451991,0.0012,6
control,5mers_rand_ref_adapter_01,86,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,789.5,31.207637953979578,0.0012,6
control,5mers_rand_ref_adapter_01,122,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,773.8333333333334,11.674997025933479,0.0024,12
control,5mers_rand_ref_adapter_01,62,c978e3a8-4dd7-42a9-8f14-2081fb5deb98,672.75,97.32944484241824,0.0024,12
control,5mers_rand_ref_adapter_01,98,a46488b6-6580-4353-8f76-7928a4239c61,932.5,15.575086944647639,0.0012,6
control,5mers_rand_ref_adapter_01,38,a46488b6-6580-4353-8f76-7928a4239c61,868.0,48.00260409602796,0.0048,24
control,5mers_rand_ref_adapter_01,74,a46488b6-6580-4353-8f76-7928a4239c61,828.3333333333334,30.519574774961143,0.0036,18
control,5mers_rand_ref_adapter_01,110,a46488b6-6580-4353-8f76-7928a4239c61,739.0,93.99290753384888,0.0012,6
control,5mers_rand_ref_adapter_01,50,a46488b6-6580-4353-8f76-7928a4239c61,893.8333333333334,13.520560474904714,0.0012,6
control,5mers_rand_ref_adapter_01,86,a46488b6-6580-4353-8f76-7928a4239c61,639.8333333333334,7.357913351548039,0.0012,6
control,5mers_rand_ref_adapter_01,122,a46488b6-6580-4353-8f76-7928a4239c61,937.1666666666666,9.719682207882222,0.0012,6
control,5mers_rand_ref_adapter_01,62,a46488b6-6580-4353-8f76-7928a4239c61,871.8333333333334,18.640606809388537,0.0012,6
control,5mers_rand_ref_adapter_01,98,5e2af3ff-87de-494a-af19-a96d3a587b80,779.4166666666666,10.061960820613224,0.0024,12
control,5mers_rand_ref_adapter_01,38,5e2af3ff-87de-494a-af19-a96d3a587b80,862.2777777777778,19.871267799277863,0.0036,18
control,5mers_rand_ref_adapter_01,74,5e2af3ff-87de-494a-af19-a96d3a587b80,815.8333333333334,23.776155188666554,0.0048,24
control,5mers_rand_ref_adapter_01,110,5e2af3ff-87de-494a-af19-a96d3a587b80,821.2916666666666,20.121462767127266,0.0048,24
control,5mers_rand_ref_adapter_01,50,5e2af3ff-87de-494a-af19-a96d3a587b80,606.6666666666666,3.39934634239519,0.0012,6
control,5mers_rand_ref_adapter_01,86,5e2af3ff-87de-494a-af19-a96d3a587b80,709.1666666666666,47.6197321379372,0.0024,12
control,5mers_rand_ref_adapter_01,122,5e2af3ff-87de-494a-af19-a96d3a587b80,813.5833333333334,44.23414656373763,0.0048,24
control,5mers_rand_ref_adapter_01,62,5e2af3ff-87de-494a-af19-a96d3a587b80,579.0833333333334,18.25038051353694,0.0024,12
control,5mers_rand_ref_adapter_01,98,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,685.8333333333334,32.457236823584076,0.0012,6
control,5mers_rand_ref_adapter_01,38,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,959.6666666666666,6.774133810967192,0.0012,6
control,5mers_rand_ref_adapter_01,74,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,882.3333333333334,57.91564747304671,0.0012,6
control,5mers_rand_ref_adapter_01,110,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,703.0,95.08767883730607,0.0024,12
control,5mers_rand_ref_adapter_01,50,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,866.0,69.15682660928469,0.0024,12
control,5mers_rand_ref_adapter_01,86,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,883.1666666666666,26.984048786067834,0.0012,6
control,5mers_rand_ref_adapter_01,122,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,889.3333333333334,17.326921891156033,0.0048,24
control,5mers_rand_ref_adapter_01,62,55b5a0da-0aa4-4d57-8575-baf72a1cd9ba,878.8333333333334,19.718152944826137,0.0012,6
control,5mers_rand_ref_adapter_01,98,b2c7b503-e848-4550-8412-256e2c80fd38,724.4166666666666,52.80539482119438,0.0024,12
control,5mers_rand_ref_adapter_01,38,b2c7b503-e848-4550-8412-256e2c80fd38,882.6666666666666,29.85334524340986,0.0012,6
control,5mers_rand_ref_adapter_01,74,b2c7b503-e848-4550-8412-256e2c80fd38,861.75,17.11785130597101,0.0024,12
control,5mers_rand_ref_adapter_01,110,b2c7b503-e848-4550-8412-256e2c80fd38,733.5555555555555,77.02612992587662,0.0036,18
control,5mers_rand_ref_adapter_01,50,b2c7b503-e848-4550-8412-256e2c80fd38,824.3333333333334,14.255603186895396,0.0012,6
control,5mers_rand_ref_adapter_01,86,b2c7b503-e848-4550-8412-256e2c80fd38,738.5,36.26637561157718,0.0012,6
control,5mers_rand_ref_adapter_01,122,b2c7b503-e848-4550-8412-256e2c80fd38,880.0833333333334,44.694254540028844,0.0024,12
control,5mers_rand_ref_adapter_01,62,b2c7b503-e848-4550-8412-256e2c80fd38,849.75,32.25968846718765,0.0024,12
control,5mers_rand_ref_adapter_01,98,48fc1636-d2cf-406f-9a08-4353bd5f4f50,923.75,10.985786271359915,0.0024,12
control,5mers_rand_ref_adapter_01,38,48fc1636-d2cf-406f-9a08-4353bd5f4f50,857.5555555555555,17.046414488495234,0.0036,18
control,5mers_rand_ref_adapter_01,74,48fc1636-d2cf-406f-9a08-4353bd5f4f50,857.8333333333334,8.404694455415314,0.0024,12
control,5mers_rand_ref_adapter_01,110,48fc1636-d2cf-406f-9a08-4353bd5f4f50,787.4166666666666,6.330591511769567,0.0024,12
control,5mers_rand_ref_adapter_01,50,48fc1636-d2cf-406f-9a08-4353bd5f4f50,836.0,54.021600618024394,0.0012,6
control,5mers_rand_ref_adapter_01,86,48fc1636-d2cf-406f-9a08-4353bd5f4f50,846.1666666666666,30.607279453678263,0.0024,12
