sample,chrom,read_id,38,50,62,74,86,98,110,122
control,5mers_rand_ref_adapter_01,00d43774-c31c-42c1-aed3-58c29154c909,898.8333333333334,906.1666666666666,806.0,757.1666666666666,922.0,951.75,816.7222222222222,801.7222222222222
control,5mers_rand_ref_adapter_01,00d495ae-d6cc-4cff-b8e9-987d30d8b5d7,1091.8333333333333,781.5,613.6666666666666,927.8333333333334,980.1666666666666,875.0,794.6666666666666,852.6666666666666
control,5mers_rand_ref_adapter_01,00d8a158-20ef-43bc-9acc-98e6ec91817a,889.0833333333334,792.6666666666666,823.75,844.8333333333334,623.5,686.3333333333334,806.3333333333334,711.0416666666666
control,5mers_rand_ref_adapter_01,00ff2d4c-21f3-4786-9a5a-3f4c1baaeace,901.1666666666666,751.3333333333334,818.5,854.1041666666666,799.5,731.8333333333334,832.5416666666666,872.4416666666667
control,5mers_rand_ref_adapter_01,01140462-d541-4108-aa25-b605b7dd389d,864.0,657.0833333333334,835.1666666666666,857.6666666666666,711.3333333333334,721.6666666666666,,837.1666666666666
control,5mers_rand_ref_adapter_01,011cec38-cdac-47ed-a12f-832666f8e966,893.25,930.5,802.25,799.9166666666666,804.8333333333334,747.75,794.9166666666666,678.8888888888889
control,5mers_rand_ref_adapter_01,016ee754-277a-4a14-9485-ac80ee08dc91,853.8333333333334,810.3333333333334,796.9166666666666,825.4444444444445,901.5,727.5,818.9583333333334,865.0833333333334
control,5mers_rand_ref_adapter_01,01951b93-ae51-4ebe-a043-07844dab0b8a,850.4166666666666,841.3333333333334,782.3333333333334,587.3333333333334,817.0,792.6666666666666,,783.0
control,5mers_rand_ref_adapter_01,01fe360d-7492-4b92-ac5d-115649ddd9b4,931.25,844.0,847.1666666666666,854.6111111111111,820.3333333333334,778.0833333333334,747.4722222222222,790.4166666666666
control,5mers_rand_ref_adapter_01,020bb4de-0ac6-4991-8be1-132051da398e,855.5,777.75,603.0,825.1944444444445,,649.0,826.3333333333334,850.4545454545455
control,5mers_rand_ref_adapter_01,0227f657-5df0-4600-8594-0cfbb0c39550,853.9166666666666,838.9166666666666,971.0,785.6,809.8333333333334,919.8333333333334,768.3333333333334,887.0
control,5mers_rand_ref_adapter_01,022fc180-3721-43d9-a81d-2dbed993a7a7,911.0,753.1666666666666,634.6666666666666,752.0,650.6666666666666,786.25,775.0,788.5
control,5mers_rand_ref_adapter_01,023fd510-10ae-43b2-85a7-c320bd8031c1,860.6666666666666,626.3333333333334,769.8333333333334,844.6111111111111,780.8333333333334,814.1666666666666,810.9166666666666,828.4166666666666
control,5mers_rand_ref_adapter_01,02427ca7-b5c9-4ca9-99a5-20d6d3bac41a,889.5,673.8333333333334,851.8333333333334,881.4444444444445,708.1666666666666,739.9166666666666,735.0,807.1666666666666
control,5mers_rand_ref_adapter_01,02c20187-a3cf-4be7-8365-59613b472d03,1034.0,1051.1666666666667,884.1666666666666,863.9,820.3333333333334,795.0833333333334,699.3333333333334,662.6666666666666
control,5mers_rand_ref_adapter_01,02e461c3-548e-4e0f-b7ff-c74cf4213ade,894.8333333333334,862.3333333333334,637.0,853.6,674.8333333333334,826.1666666666666,834.1666666666666,760.75
control,5mers_rand_ref_adapter_01,03743dbe-1250-4922-b411-0a9783337715,907.7222222222222,869.25,811.5,855.6666666666666,679.5,769.1666666666666,797.6666666666666,752.4444444444445
control,5mers_rand_ref_adapter_01,03756b78-a2f5-40af-a5e5-b0d058f363cb,886.7,816.1666666666666,839.3333333333334,914.1666666666666,962.1666666666666,999.0,801.7916666666666,737.8333333333334
control,5mers_rand_ref_adapter_01,03959bc1-cb6e-43c1-90a8-9c2f1fdbe753,862.0833333333334,801.8333333333334,609.1666666666666,899.8333333333334,942.8333333333334,867.25,902.4166666666666,782.0333333333333
control,5mers_rand_ref_adapter_01,03982874-fb35-4cbd-a079-80f9b282451a,891.3333333333334,725.8333333333334,865.5,865.25,754.8333333333334,779.6666666666666,773.9166666666666,852.3333333333334
control,5mers_rand_ref_adapter_01,03a1fc92-b806-482f-9017-6c4a6dd42012,1099.0833333333333,903.6666666666666,651.0,907.6666666666666,878.5833333333334,851.5,808.1666666666666,815.9333333333333
control,5mers_rand_ref_adapter_01,03bc5b1a-fd74-4071-82ef-a1e0bbf71792,881.3333333333334,647.8333333333334,791.6666666666666,872.3333333333334,763.1666666666666,740.1666666666666,774.4166666666666,830.3333333333334
control,5mers_rand_ref_adapter_01,03ccea63-1b47-4844-a785-00ae608c418e,964.1666666666666,1017.0,863.4166666666666,827.4166666666666,901.5,641.75,753.4166666666666,916.0
control,5mers_rand_ref_adapter_01,03f61e0d-cef0-41fa-bf11-d272105ad9e2,894.8333333333334,743.3333333333334,865.9166666666666,907.4444444444443,730.8333333333334,717.75,830.1666666666666,917.05
control,5mers_rand_ref_adapter_01,04176dfb-cfbe-45ad-8231-d344f40af647,802.1666666666666,910.5,1045.25,816.3333333333334,696.8333333333334,920.0,882.3333333333334,900.5
control,5mers_rand_ref_adapter_01,04194701-ee12-42ac-9c37-6ce82255a11d,893.6666666666666,618.0,863.0,830.0555555555555,666.5,645.5,767.0,854.3333333333334
control,5mers_rand_ref_adapter_01,041c9dc2-d431-4350-8109-0cd4942fde4e,1017.1111111111112,849.5,873.0,845.8888888888889,963.0,649.5833333333334,744.8333333333334,860.5
control,5mers_rand_ref_adapter_01,041e2bdc-a1c4-48ca-87a6-a0e3ef0cded3,1107.0833333333333,941.1666666666666,918.0,829.0,883.25,718.0833333333334,765.3333333333334,712.0833333333334
control,5mers_rand_ref_adapter_01,0454dfc7-ca05-44f7-86d1-59b0f105e48a,897.5,1076.1666666666667,839.5,859.75,653.6666666666666,943.3333333333334,706.5833333333334,910.0833333333334
control,5mers_rand_ref_adapter_01,0476ce87-9f4a-4ed7-84b9-b4167f2c4aa2,902.1666666666666,768.4166666666666,839.5,894.3666666666667,761.75,725.25,698.1666666666666,899.8333333333334
control,5mers_rand_ref_adapter_01,04ac6f07-b2c1-41ae-aa73-8fd8daa4b904,833.3333333333334,768.8333333333334,750.25,798.0833333333334,663.3333333333334,649.4166666666666,636.6666666666666,818.9666666666667
control,5mers_rand_ref_adapter_01,04b6d505-5b54-4de6-af01-61f92d72a0a7,903.3333333333334,749.5,704.8333333333334,,907.3333333333334,815.6666666666666,719.75,888.0
control,5mers_rand_ref_adapter_01,04e0c220-ccb9-41f6-93ed-78a3756ee1ea,885.8888888888889,664.3333333333334,654.6666666666666,854.6666666666666,794.1666666666666,797.5,682.25,883.1666666666666
control,5mers_rand_ref_adapter_01,0502cb64-4175-4f38-8868-74e39611cdfb,860.5,718.1666666666666,808.0833333333334,852.1111111111111,801.1666666666666,687.1666666666666,662.3333333333334,826.75
control,5mers_rand_ref_adapter_01,0536faa8-441e-4326-93a8-252395a22e8d,857.5,769.6666666666666,701.1666666666666,854.9166666666666,780.3333333333334,683.8333333333334,706.5833333333334,855.0
control,5mers_rand_ref_adapter_01,0553dc44-d08c-4c5f-85d5-5f30b1a67678,894.3333333333334,1121.8333333333333,839.5,774.7407407407408,947.8333333333334,833.6666666666666,672.3333333333334,
control,5mers_rand_ref_adapter_01,055eda32-d279-4951-8b02-171b16dc343e,852.6666666666666,699.8333333333334,857.0,873.0833333333334,802.1666666666666,944.1388888888888,800.9166666666666,790.4166666666666
control,5mers_rand_ref_adapter_01,05c00e04-5d5d-4800-a92f-face8760c0dd,1085.6666666666667,1024.1666666666667,732.1666666666666,895.1666666666666,926.3333333333334,895.75,730.1111111111111,674.5833333333334
control,5mers_rand_ref_adapter_01,05f780d2-3404-4546-9667-af8c9974f5c9,893.5833333333334,692.1666666666666,692.3333333333334,847.4629629629629,795.8333333333334,561.1666666666666,,802.3333333333334
control,5mers_rand_ref_adapter_01,05ffc2fa-2826-41e0-b87b-1802dc2d4374,890.4444444444445,788.6666666666666,837.5,608.6666666666666,879.0,782.9583333333334,580.8333333333334,1030.5
control,5mers_rand_ref_adapter_01,0617a469-0bae-4dea-a148-51542ed45a83,867.8333333333334,678.5,774.0,764.6666666666666,758.1666666666666,809.0,803.875,753.5833333333334
control,5mers_rand_ref_adapter_01,06586c9b-b6ea-4e8e-9602-477a69e40fce,1005.8888888888888,907.0,670.6666666666666,907.0,684.75,789.3333333333334,689.0,696.5
control,5mers_rand_ref_adapter_01,066ade7d-4cd5-4300-9521-4551b5313616,913.75,1029.1666666666667,640.0,867.1666666666666,821.25,786.75,845.5,708.75
control,5mers_rand_ref_adapter_01,066d7514-4a5b-4c6b-9814-8d04f6ad8887,873.7222222222222,1093.5,866.1666666666666,795.5833333333334,878.8333333333334,649.1666666666666,841.3333333333334,808.0
control,5mers_rand_ref_adapter_01,0694493c-39ff-4b4c-9ba2-93e548934fb7,1033.5833333333333,825.0,783.25,756.8333333333334,640.5,919.6666666666666,751.3888888888889,817.8666666666667
control,5mers_rand_ref_adapter_01,06a5d161-e85a-4df7-8f79-e343a2529b3b,914.0,1135.8333333333333,849.4166666666666,611.1666666666666,842.75,666.3333333333334,766.4166666666666,654.6111111111111
control,5mers_rand_ref_adapter_01,06aa2d47-c584-4979-8d63-1742f0d9a8b0,848.25,873.4166666666666,627.8333333333334,792.1111111111111,1032.25,676.6666666666666,644.25,865.7222222222222
control,5mers_rand_ref_adapter_01,06b8fc18-5d65-43a7-b7e4-3c10f812f9ee,849.1666666666666,759.6666666666666,797.6666666666666,876.9166666666666,705.3333333333334,718.3333333333334,785.8333333333334,664.0
control,5mers_rand_ref_adapter_01,06c93001-2f96-44d4-949a-fb214be10b33,946.9166666666666,859.3333333333334,750.1666666666666,808.0833333333334,949.9166666666666,909.3333333333334,729.0555555555555,730.7222222222222
control,5mers_rand_ref_adapter_01,071235cb-d6a5-4d23-a9dc-c196e1bc7715,895.75,773.9166666666666,692.6666666666666,1025.25,905.1666666666666,809.8333333333334,812.8333333333334,635.6666666666666
control,5mers_rand_ref_adapter_01,0714b91a-d181-4424-8c39-a26c3c56d5fe,1064.3333333333333,890.75,804.0,779.6666666666666,864.75,841.0,728.625,815.25
control,5mers_rand_ref_adapter_01,071a81f1-d041-4991-9b7b-9b30d159d2b7,928.3333333333334,799.5833333333334,678.6666666666666,856.1111111111111,889.5,638.75,716.4166666666666,837.25
control,5mers_rand_ref_adapter_01,072d73a8-ed93-44fe-b610-22d687ceba14,871.3333333333334,670.3333333333334,826.6666666666666,862.5416666666666,738.4166666666666,699.0,830.3,835.0555555555555
control,5mers_rand_ref_adapter_01,078ed249-36e8-4425-b080-679045e0cd94,880.3333333333334,657.1666666666666,871.6666666666666,875.6666666666666,778.3333333333334,777.1666666666666,701.8333333333334,867.5
control,5mers_rand_ref_adapter_01,07a87693-0cd5-4875-b715-062945e6dc8c,,795.1666666666666,767.5,894.8888888888889,830.8333333333334,742.0833333333334,,878.9333333333333
control,5mers_rand_ref_adapter_01,07cf7c13-31bb-4742-827e-063fb2e4eb4a,909.0,831.6666666666666,831.6666666666666,897.0,880.75,737.0833333333334,871.1944444444445,626.3611111111111
control,5mers_rand_ref_adapter_01,07fa69a1-6d5b-416c-aa80-2bd0b48eeb22,919.9444444444443,844.8333333333334,918.8333333333334,894.3333333333334,786.5833333333334,722.5,895.3333333333334,842.7222222222222
control,5mers_rand_ref_adapter_01,08184509-8995-4829-a2c5-b5596b9116a4,962.6666666666666,885.4166666666666,805.3333333333334,788.1666666666666,970.9166666666666,921.5,676.3333333333334,955.6666666666666
control,5mers_rand_ref_adapter_01,081a451d-fab1-430c-be35-09eaf43eaf1c,872.1666666666666,1008.8333333333334,839.5,785.1666666666666,948.0,794.0,705.2,805.3333333333334
control,5mers_rand_ref_adapter_01,082b21c9-061e-4508-b94e-0f5ac44ab0af,925.5833333333334,914.0,806.1666666666666,729.7222222222222,778.3333333333334,837.5,752.1666666666666,723.6111111111111
control,5mers_rand_ref_adapter_01,0833d267-83c3-4181-8710-9b28de1fbe80,905.0833333333334,799.6666666666666,882.3333333333334,870.9833333333333,783.75,703.3333333333334,,853.4358974358975
control,5mers_rand_ref_adapter_01,08d6f747-8307-4db5-a448-731bdc26ce1a,921.9444444444443,822.1666666666666,968.8333333333334,770.2291666666666,843.4166666666666,647.9166666666666,640.0833333333334,836.2222222222222
control,5mers_rand_ref_adapter_01,08deb5bd-11ad-41f6-ae4b-4853c7296059,843.2222222222222,901.3333333333334,717.8333333333334,825.5555555555555,840.3333333333334,766.3333333333334,614.8055555555555,847.1481481481482
control,5mers_rand_ref_adapter_01,0941847a-4131-4c84-b6b2-1df228b5bf4f,912.25,1142.0833333333333,931.6666666666666,809.6944444444445,791.0833333333334,874.1666666666666,827.2,815.2777777777778
control,5mers_rand_ref_adapter_01,094eef23-2dae-4861-8c8b-9197f64d139d,1083.388888888889,999.8333333333334,815.8333333333334,847.75,971.8333333333334,830.6666666666666,811.3333333333334,844.5833333333334
control,5mers_rand_ref_adapter_01,0977eb9e-b283-45a6-8ab4-0f1d4341c392,881.4583333333334,799.8333333333334,907.5,862.5833333333334,744.5,750.3333333333334,801.0555555555555,864.4166666666666
control,5mers_rand_ref_adapter_01,09b359be-31bc-4104-924e-ea9190636ede,1066.9166666666667,790.8333333333334,880.5,841.3888888888889,838.6666666666666,874.0,747.1666666666666,790.2916666666666
control,5mers_rand_ref_adapter_01,09d4a7e3-667c-4374-9cb5-f968c74825cf,860.1111111111111,636.6666666666666,826.8333333333334,847.6111111111111,720.0833333333334,674.8333333333334,809.8666666666667,863.6111111111111
control,5mers_rand_ref_adapter_01,09d90058-78f4-49a3-a23e-dc875a17c0cf,903.6666666666666,721.5,850.6666666666666,891.0833333333334,768.75,834.0,870.7222222222222,900.625
control,5mers_rand_ref_adapter_01,09e0b3d3-78a7-4341-960b-c2339d327e0f,934.6666666666666,749.0833333333334,860.9166666666666,906.3333333333334,796.9166666666666,789.5,921.75,829.3333333333334
control,5mers_rand_ref_adapter_01,0a115dbd-fb31-460f-990a-d3146f1c62a9,888.8333333333334,831.3333333333334,813.4166666666666,,727.1666666666666,871.0,866.6111111111111,883.5277777777778
control,5mers_rand_ref_adapter_01,0a206563-bed2-4410-8a02-5d448ef49046,900.3333333333334,1033.8333333333333,732.6666666666666,758.6666666666666,893.1666666666666,936.75,762.1666666666666,636.5
control,5mers_rand_ref_adapter_01,0a230c9d-9c5d-4c43-ac2f-07029b21f3e7,854.6666666666666,908.0,737.5,618.5208333333334,881.0833333333334,905.0,620.9166666666666,839.875
control,5mers_rand_ref_adapter_01,0a4183bf-1a75-4dff-af7d-a1a594ab5d5a,732.5,783.8333333333334,884.5,1062.5,948.4166666666666,682.1666666666666,,635.8333333333334
control,5mers_rand_ref_adapter_01,0a434e01-1f13-496c-a523-5c7a11571885,819.0,926.3333333333334,719.5,845.0,878.6666666666666,883.3333333333334,733.5555555555555,730.0833333333334
control,5mers_rand_ref_adapter_01,0a501167-4be6-4c7b-a89d-a5b573578e26,1065.5,810.3333333333334,819.0833333333334,771.3333333333334,651.75,742.0,630.0714285714286,875.3333333333334
control,5mers_rand_ref_adapter_01,0a51e46b-9064-46ae-bc94-2daa07e2f3b1,1088.75,751.1666666666666,738.3333333333334,878.9722222222222,859.0,746.0,662.3333333333334,819.3333333333334
control,5mers_rand_ref_adapter_01,0a8b8c31-a78d-4f12-907e-66dbddaff11d,1116.3333333333333,902.8333333333334,915.3333333333334,910.0,823.3333333333334,853.4166666666666,777.0,832.9166666666666
control,5mers_rand_ref_adapter_01,0a8eda35-74ed-4a5a-9412-1fa8acda1e10,779.7777777777778,905.1666666666666,852.5,638.7777777777778,916.5,655.1666666666666,722.8333333333334,686.3333333333334
control,5mers_rand_ref_adapter_01,0a991d39-6bb9-4d6b-9693-8c244b4acd93,1111.6666666666667,912.6666666666666,793.0,877.6666666666666,858.0,958.6666666666666,755.1666666666666,809.75
control,5mers_rand_ref_adapter_01,0b1ad304-6a5d-480b-b0aa-a931551bf97e,910.75,745.75,832.0,880.2083333333334,727.3333333333334,704.6666666666666,724.5833333333334,892.0333333333333
control,5mers_rand_ref_adapter_01,0b351d15-c6f9-48f8-8f5f-5dad61f106b8,1098.6666666666667,904.3333333333334,771.5833333333334,885.25,856.3333333333334,958.4166666666666,745.0,639.8333333333334
control,5mers_rand_ref_adapter_01,0b54e3fb-7e6e-4ead-9b7f-ca4a42325705,917.5,829.8333333333334,693.8333333333334,867.0,828.5,762.5,679.6666666666666,903.8333333333334
control,5mers_rand_ref_adapter_01,0b59ffbd-5dbd-408c-beb2-95ff31e47611,876.0833333333334,688.0,918.0,865.5,714.3333333333334,796.0,897.3333333333334,836.4166666666666
control,5mers_rand_ref_adapter_01,0b60f0bf-a1fb-433b-a3ef-84c561d1df6d,1103.3333333333333,867.0,817.5833333333334,649.0555555555555,803.9166666666666,759.4166666666666,869.25,723.1666666666666
control,5mers_rand_ref_adapter_01,0b734afe-6806-438d-97e0-9b7025c123ae,1081.4166666666667,845.9166666666666,658.3333333333334,895.6,968.25,752.25,735.3809523809524,804.3611111111111
control,5mers_rand_ref_adapter_01,0b8c381e-6e6b-4407-89ae-40c844664659,1099.4666666666667,908.8333333333334,879.6666666666666,857.7,809.1666666666666,890.3333333333334,764.7777777777778,773.375
control,5mers_rand_ref_adapter_01,0b99515a-9d2c-4de3-a16a-7f3e37974318,944.0,843.75,854.1666666666666,917.5,865.5833333333334,660.0,746.125,803.4166666666666
control,5mers_rand_ref_adapter_01,0bd47bed-0b70-4579-93ae-323bf0945fbf,891.9444444444445,794.8333333333334,800.6666666666666,859.5,798.0,799.1666666666666,740.6666666666666,838.8333333333334
control,5mers_rand_ref_adapter_01,0be2b872-7567-4c26-872d-c0348ece7993,963.0,798.3333333333334,876.0,854.9166666666666,965.8333333333334,878.6666666666666,803.2777777777778,766.6666666666666
control,5mers_rand_ref_adapter_01,0c24c7da-7151-416a-a3aa-1ed66a14062f,1043.0416666666667,774.6666666666666,869.0,920.8333333333334,913.5,716.75,746.0833333333334,665.75
control,5mers_rand_ref_adapter_01,0c5336a8-d0e3-40fb-abce-6f4c39e6769f,894.5,900.6666666666666,870.3333333333334,833.5,868.8333333333334,905.0,769.3333333333334,836.6666666666666
control,5mers_rand_ref_adapter_01,0c5c4890-15fa-4765-8aba-e56e300dface,931.0833333333334,1040.0,826.25,,852.1666666666666,888.8333333333334,661.1666666666666,780.9791666666666
control,5mers_rand_ref_adapter_01,0c7313ba-a173-4fa9-a82b-531f8acb6933,969.8333333333334,897.25,907.3333333333334,806.0,913.6666666666666,869.75,759.3333333333334,919.9583333333334
control,5mers_rand_ref_adapter_01,0c77db65-b09e-49cc-bf43-17e9785f7f78,848.0555555555555,867.0,750.0,646.0,928.5,863.25,891.6666666666666,861.1666666666666
control,5mers_rand_ref_adapter_01,0c8965a4-48db-4f2e-8d29-c79a16e7a6be,875.4166666666666,720.1666666666666,873.25,,700.8333333333334,718.6666666666666,693.3333333333334,842.125
control,5mers_rand_ref_adapter_01,0c9f6a3e-056e-4802-babb-0179bf06ebbf,937.8333333333334,782.1666666666666,705.0,891.8333333333334,749.3333333333334,818.0,809.6666666666666,851.3333333333334
control,5mers_rand_ref_adapter_01,0cb5b8cb-9076-47d1-9ee3-54a3ff7b72bb,914.0,913.5833333333334,911.1666666666666,914.3333333333334,912.8333333333334,914.0,918.9444444444443,937.1111111111112
control,5mers_rand_ref_adapter_01,0cc2aa2b-20e4-4fda-9b42-d09338d16440,984.3333333333334,898.5833333333334,859.6666666666666,842.0416666666666,769.75,715.1666666666666,957.9166666666666,967.8333333333334
control,5mers_rand_ref_adapter_01,0cda161b-f0c0-44f6-a731-34579b6fa95b,905.5555555555557,668.8333333333334,868.8333333333334,876.7777777777778,710.8333333333334,769.4166666666666,786.4444444444445,882.7333333333333
control,5mers_rand_ref_adapter_01,0cdb8f5a-e6d6-4988-a92a-9d45feec1764,967.2777777777778,774.1666666666666,903.1666666666666,839.0416666666666,812.6666666666666,619.1666666666666,843.1666666666666,988.0
control,5mers_rand_ref_adapter_01,0d00d423-421c-49d3-b46a-0f6a911017c8,876.1666666666666,903.5,870.6666666666666,890.0,707.0,759.4166666666666,786.8333333333334,862.5
control,5mers_rand_ref_adapter_01,0d0efae5-a3fb-4d2c-9f30-b58a389e0fd4,992.1111111111112,832.8333333333334,818.8333333333334,641.0833333333334,894.0,670.5,774.8333333333334,650.0
control,5mers_rand_ref_adapter_01,0d49a6d1-6afe-4c1b-87cc-c8027fd83fe7,920.4166666666666,794.3333333333334,830.5,850.6666666666666,1049.3333333333333,858.6666666666666,747.7916666666666,859.0416666666666
control,5mers_rand_ref_adapter_01,0d50a66f-3162-4838-b062-3559836f357a,902.4166666666666,914.0,929.8333333333334,884.3333333333334,719.8333333333334,706.5,875.1666666666666,863.7333333333333
control,5mers_rand_ref_adapter_01,0d5383da-765b-4c82-86c1-584b349c2725,898.9583333333334,854.0,642.3333333333334,881.0555555555555,879.1666666666666,819.5833333333334,752.3333333333334,781.3333333333334
control,5mers_rand_ref_adapter_01,0d642c2f-ed13-47fd-bb14-ab53d77fbe15,757.7916666666666,949.7857142857144,893.0,829.25,867.5833333333334,868.4166666666666,752.2,717.3333333333334
control,5mers_rand_ref_adapter_01,0d7abb40-c71e-437b-9b63-fd3eb614048a,863.5,686.8333333333334,906.1666666666666,855.0,718.5,802.3333333333334,650.5,800.8333333333334
control,5mers_rand_ref_adapter_01,0d9ba9ae-5579-4dd1-9595-b780933fd21c,833.125,896.0833333333334,722.1666666666666,793.6190476190476,779.1666666666666,780.0833333333334,618.0,666.8888888888889
control,5mers_rand_ref_adapter_01,0daa7856-873e-4b59-9d82-35d9460e6ec5,1022.8333333333334,794.3333333333334,848.4166666666666,792.1666666666666,888.6666666666666,784.3333333333334,672.3148148148148,818.6666666666666
control,5mers_rand_ref_adapter_01,0ddb0ceb-590d-4f22-913d-e61a34421290,863.0833333333334,837.5,644.3333333333334,953.3333333333334,908.5,921.1666666666666,631.5,741.9166666666666
control,5mers_rand_ref_adapter_01,0e17d150-b135-4127-a7dd-274ea6dfb60c,885.0,803.3333333333334,874.8333333333334,857.8333333333334,652.25,681.0,758.3333333333334,861.8611111111111
control,5mers_rand_ref_adapter_01,0e29475d-7e72-4e07-94a1-c6e04d96afae,873.5833333333334,1091.6666666666667,851.6666666666666,690.7916666666666,860.0833333333334,879.3333333333334,748.5,633.7777777777778
control,5mers_rand_ref_adapter_01,0e3cca09-4044-4f36-80e8-5bb51173d77d,905.0833333333334,819.0,858.0833333333334,850.8333333333334,847.6666666666666,866.3333333333334,875.0,836.6111111111111
control,5mers_rand_ref_adapter_01,0e5eb474-83a4-4c74-b0cb-8b93dcdf6b46,874.0,771.3333333333334,717.0,857.3333333333334,755.5833333333334,704.8333333333334,859.3333333333334,865.6111111111111
control,5mers_rand_ref_adapter_01,0eae1f7e-e273-42fb-b4cb-cfbed844e335,991.3333333333334,870.1666666666666,795.25,936.7777777777778,680.3333333333334,1009.6666666666666,746.8888888888889,698.6388888888889
control,5mers_rand_ref_adapter_01,0ec1456c-808e-4bda-88e3-a429f606f30d,901.1666666666666,668.0,929.5,864.6666666666666,711.75,713.1666666666666,787.0833333333334,796.75
control,5mers_rand_ref_adapter_01,0ed2bcc9-8267-4270-8e5e-76ae1b0f0e17,909.3333333333334,663.6666666666666,860.75,836.2407407407408,790.75,746.8333333333334,695.6666666666666,891.4444444444445
control,5mers_rand_ref_adapter_01,0f501a1f-5b26-4c2d-a1d2-7220be8e1569,899.3333333333334,754.8333333333334,893.6666666666666,909.0,783.3333333333334,781.6666666666666,880.7380952380952,911.1666666666666
control,5mers_rand_ref_adapter_01,0f636fa6-5f41-46c0-9942-753b5cec3dc4,893.5833333333334,698.0,764.25,867.8333333333334,734.4166666666666,752.0,819.9166666666666,820.0
control,5mers_rand_ref_adapter_01,0fba37be-63e7-490e-b33c-58935daa22b9,879.5833333333334,661.8333333333334,806.5833333333334,863.2916666666666,714.0,716.5,868.5555555555555,879.1666666666666
control,5mers_rand_ref_adapter_01,0fcd1fc2-88e0-4a7d-b5a8-69d7b09c33c5,846.75,777.0,587.75,815.4,,790.5,622.5,667.5
control,5mers_rand_ref_adapter_01,0fd6a063-38b9-4bd4-aa21-022d6500523e,1014.8333333333334,739.5,828.6666666666666,938.8333333333334,663.8333333333334,764.8333333333334,763.8611111111111,685.25
control,5mers_rand_ref_adapter_01,0fdd2b44-fdf5-4d4f-9ac1-0df0beb99a49,876.0833333333334,815.0,814.8333333333334,677.5,884.8333333333334,804.6666666666666,761.1,681.5
control,5mers_rand_ref_adapter_01,1016d3dd-5e32-4d3f-9bda-0cc84197513a,921.5833333333334,674.8333333333334,864.8333333333334,845.2777777777778,803.25,843.4166666666666,840.2083333333334,911.0
control,5mers_rand_ref_adapter_01,10390b77-5324-4929-8df0-03214edfa88e,939.8333333333334,763.5,854.1666666666666,874.6111111111111,705.8333333333334,687.9166666666666,685.75,789.75
control,5mers_rand_ref_adapter_01,1045d186-9d10-43f8-8ed5-ba82a83f0c36,870.8333333333334,755.6666666666666,675.9166666666666,867.1666666666666,727.5,731.5,648.8333333333334,812.0
control,5mers_rand_ref_adapter_01,10652639-bf4a-4530-9c82-2e4825ad9453,878.5,846.6666666666666,728.0,604.3333333333334,836.8333333333334,797.25,731.0,744.1111111111111
control,5mers_rand_ref_adapter_01,1073fbe2-3a07-4412-b358-5a60fa5256f8,913.8333333333334,909.3333333333334,938.0,793.9444444444445,936.1666666666666,956.8333333333334,950.4166666666666,807.5
control,5mers_rand_ref_adapter_01,108dd903-a3de-45e5-bc33-5328dcef848f,959.0,1073.1666666666667,776.8333333333334,921.9166666666666,971.3333333333334,965.3333333333334,810.1666666666666,833.0952380952381
